timestamp,voltage,temperature,cpu_load,signal_strength,fault_label
2025-09-08 07:19:22.695441,3.724835707650562,26.399355436586003,53.24821725025618,70.46096221061305,0
2025-09-08 07:19:23.695441,3.693086784941441,25.92463368291277,58.55481329284482,75.6980749461025,0
2025-09-08 07:19:24.695441,3.732384426905035,25.059630369920175,52.075800790000386,77.93197233289177,0
2025-09-08 07:19:25.695441,3.7761514928204014,24.353063222294427,56.9203847036096,89.43843828670094,0
2025-09-08 07:19:26.695441,3.6882923312638334,25.69822331361359,41.063853330462145,82.78276562266879,0
2025-09-08 07:19:27.695441,3.688293152152541,25.393485385421748,62.13293707372939,73.32259215450054,0
2025-09-08 07:19:28.695441,3.7789606407753698,25.895193220027732,60.012054753622245,82.43018144708819,0
2025-09-08 07:19:29.695441,3.7383717364576454,25.63517180168197,51.82911368931809,72.26348005530818,0
2025-09-08 07:19:30.695441,3.6765262807032526,26.049552715319336,66.59245668432405,85.41345526943536,0
2025-09-08 07:19:31.695441,3.7271280021792985,24.46476478843943,69.37570137626558,77.6443767409106,0
2025-09-08 07:19:32.695441,3.676829115359377,26.317394065634325,43.924401356310256,79.53181905630414,0
2025-09-08 07:19:33.695441,3.6767135123214874,25.1975996046924,52.37275221433786,86.62898323771095,0
2025-09-08 07:19:34.695441,3.712098113578302,27.075260872625265,52.30857650212702,73.56418215707875,0
2025-09-08 07:19:35.695441,3.60433598776711,24.310812181910432,50.600968988911355,73.01440907443505,0
2025-09-08 07:19:36.695441,3.6137541083743487,26.735963803165248,68.29474841931749,77.08200336826998,0
2025-09-08 07:19:37.695441,3.671885623537952,25.19791078346265,58.06173861227197,85.19189425509659,0
2025-09-08 07:19:38.695441,3.649358443983279,24.34858199638555,57.35485158689389,72.40326962261578,0
2025-09-08 07:19:39.695441,3.715712366629764,24.516114165945677,39.961376355932465,65.83922200944716,0
2025-09-08 07:19:40.695441,3.65459879622394,24.67965269180568,66.35418030209226,77.744205707955,0
2025-09-08 07:19:41.695441,3.629384814933235,25.424165946401917,47.60741605146527,82.7587039995546,0
2025-09-08 07:19:42.695441,3.7732824384460777,25.5228354880355,60.599326302663286,86.00130874869414,0
2025-09-08 07:19:43.695441,3.6887111849756735,24.42629999606142,62.77376937958192,77.68419318957301,0
2025-09-08 07:19:44.695441,3.703376410234396,24.975645407739016,73.6065859583865,77.94286696441999,0
2025-09-08 07:19:45.695441,3.6287625906893273,27.142270358611864,46.91179600880888,85.76950367127874,0
2025-09-08 07:19:46.695441,3.672780863773741,26.727543170100713,29.804878441791747,70.65129150152289,0
2025-09-08 07:19:47.695441,3.7055461294854934,25.43632366967403,61.83849544753695,78.05739612408496,0
2025-09-08 07:19:48.695441,3.642450321128885,25.0380034781682,78.00511181510853,80.95211944962529,0
2025-09-08 07:19:49.695441,3.718784900917284,25.120031326718266,72.38946352939438,82.24609360642518,0
2025-09-08 07:19:50.695441,3.66996806550406,25.613517972730417,62.096594152746256,77.45096653404559,0
2025-09-08 07:19:51.695441,3.685415312510336,23.977207434801596,55.08363814367953,80.1722050585292,0
2025-09-08 07:19:52.695441,3.6699146693885303,24.742623462576656,68.0712259663731,67.55836323293505,0
2025-09-08 07:19:53.695441,3.792613909225447,23.33141592612241,50.26453800295531,76.70875793833076,0
2025-09-08 07:19:54.695441,3.699325138763104,25.39922312260528,64.7635776935622,82.26754356277233,0
2025-09-08 07:19:55.695441,3.6471144535522058,25.64719593970274,65.05470159166627,75.0885298287266,0
