timestamp,voltage,temperature,cpu_load,signal_strength
2025-09-08 07:19:22.695441,3.724835707650562,26.399355436586003,53.24821725025618,70.46096221061305
2025-09-08 07:19:23.695441,3.693086784941441,25.92463368291277,58.55481329284482,75.6980749461025
2025-09-08 07:19:24.695441,3.732384426905035,25.059630369920175,52.075800790000386,77.93197233289177
2025-09-08 07:19:25.695441,3.7761514928204014,24.353063222294427,56.9203847036096,89.43843828670094
2025-09-08 07:19:26.695441,3.6882923312638334,25.69822331361359,41.063853330462145,82.78276562266879
2025-09-08 07:19:27.695441,3.688293152152541,25.393485385421748,62.13293707372939,73.32259215450054
2025-09-08 07:19:28.695441,3.7789606407753698,25.895193220027732,60.012054753622245,82.43018144708819
2025-09-08 07:19:29.695441,3.7383717364576454,25.63517180168197,51.82911368931809,72.26348005530818
2025-09-08 07:19:30.695441,3.6765262807032526,26.049552715319336,66.59245668432405,85.41345526943536
2025-09-08 07:19:31.695441,3.7271280021792985,24.46476478843943,69.37570137626558,77.6443767409106
2025-09-08 07:19:32.695441,3.676829115359377,26.317394065634325,43.924401356310256,79.53181905630414
2025-09-08 07:19:33.695441,3.6767135123214874,25.1975996046924,52.37275221433786,86.62898323771095
2025-09-08 07:19:34.695441,3.712098113578302,27.075260872625265,52.30857650212702,73.56418215707875
2025-09-08 07:19:35.695441,3.60433598776711,24.310812181910432,50.600968988911355,73.01440907443505
2025-09-08 07:19:36.695441,3.6137541083743487,26.735963803165248,68.29474841931749,77.08200336826998
2025-09-08 07:19:37.695441,3.6718856235379516,25.197910783462646,58.06173861227197,85.19189425509659
2025-09-08 07:19:38.695441,3.649358443983279,24.34858199638555,57.35485158689389,72.40326962261578
2025-09-08 07:19:39.695441,3.715712366629764,24.516114165945677,39.961376355932465,65.83922200944716
2025-09-08 07:19:40.695441,3.6545987962239397,24.67965269180568,66.35418030209226,77.744205707955
2025-09-08 07:19:41.695441,3.6293848149332355,25.424165946401917,47.60741605146527,82.7587039995546
2025-09-08 07:19:42.695441,3.7732824384460777,25.5228354880355,60.599326302663286,86.00130874869414
2025-09-08 07:19:43.695441,3.6887111849756735,24.42629999606142,62.77376937958192,77.68419318957301
2025-09-08 07:19:44.695441,3.7033764102343962,24.975645407739016,73.6065859583865,77.94286696441999
2025-09-08 07:19:45.695441,3.6287625906893273,27.142270358611864,46.91179600880888,85.76950367127874
2025-09-08 07:19:46.695441,3.672780863773741,26.727543170100713,29.804878441791747,70.65129150152289
2025-09-08 07:19:47.695441,3.7055461294854934,25.43632366967403,61.83849544753695,78.05739612408496
2025-09-08 07:19:48.695441,3.642450321128885,25.0380034781682,78.00511181510853,80.95211944962529
2025-09-08 07:19:49.695441,3.7187849009172838,25.120031326718262,72.38946352939438,82.24609360642518
2025-09-08 07:19:50.695441,3.66996806550406,25.613517972730417,62.096594152746256,77.45096653404559
2025-09-08 07:19:51.695441,3.685415312510336,23.977207434801596,55.08363814367953,80.1722050585292
2025-09-08 07:19:52.695441,3.6699146693885303,24.742623462576656,68.0712259663731,67.55836323293505
2025-09-08 07:19:53.695441,3.792613909225447,23.33141592612241,50.26453800295531,76.70875793833076
2025-09-08 07:19:54.695441,3.6993251387631036,25.399223122605278,64.7635776935622,82.26754356277233
2025-09-08 07:19:55.695441,3.6471144535522053,25.64719593970274,65.05470159166627,75.0885298287266
2025-09-08 07:19:56.695441,3.7411272456051594,24.516813537700624,70.6020990749888,80.29492110794799
2025-09-08 07:19:57.695441,3.638957817501449,26.573986763290034,87.59660038911078,82.23436250401349
2025-09-08 07:19:58.695441,3.710443179750238,23.774234336997658,63.92415967178767,78.28725399571117
2025-09-08 07:19:59.695441,3.6020164938060115,23.53562511979018,54.910363742925014,80.85231885498285
2025-09-08 07:20:00.695441,3.6335906975550785,25.22445181855997,59.74425687808006,75.18633717357694
2025-09-08 07:20:01.695441,3.7098430617934564,26.047098302612156,42.30924095110882,78.96694360151977
2025-09-08 07:20:02.695441,3.7369233289997705,26.683927691457868,53.05286868910942,83.05108084794611
2025-09-08 07:20:03.695441,3.7085684140594988,24.54111573713106,55.90717561886896,80.78486480484217
2025-09-08 07:20:04.695441,3.694217585880588,26.078680833431296,54.759116020654076,77.06734365218033
2025-09-08 07:20:05.695441,3.6849448152205357,24.96149153049929,61.52354872033722,81.12108202145396
2025-09-08 07:20:06.695441,3.6260739004816287,24.82737270005918,51.775800676177994,83.57304895318309
2025-09-08 07:20:07.695441,3.664007789580265,25.883659937486673,71.21030667324472,69.75029360711261
2025-09-08 07:20:08.695441,3.6769680614520106,25.65232287841342,60.002070649181974,85.79537032477948
2025-09-08 07:20:09.695441,3.7528561113109458,23.423607843015752,59.90699678861374,78.31872630659464
2025-09-08 07:20:10.695441,3.717180914478423,26.476540349725894,56.72105283487082,82.12744966620114
2025-09-08 07:20:11.695441,3.6118479922318634,26.380091354147453,61.551906838589794,85.98623461822613
2025-09-08 07:20:12.695441,3.71620419846974,24.37443729849047,68.25098264667635,73.14163151384767
2025-09-08 07:20:13.695441,3.680745885979184,25.39580353343741,51.328697842890996,76.45279498786226
2025-09-08 07:20:14.695441,3.6661538999847023,25.49403018628274,53.41883510924743,78.55725652062148
2025-09-08 07:20:15.695441,3.730583814442044,25.260673765823906,56.96273971223335,76.08123239437786
2025-09-08 07:20:16.695441,3.7515499761247977,24.44969484615458,46.54129076526785,88.67468287918405
2025-09-08 07:20:17.695441,3.7465640059558103,24.32837663206195,51.807421402785025,75.71613953086603
2025-09-08 07:20:18.695441,3.658039123838868,24.974445929008553,55.23779126455341,77.22226610256567
2025-09-08 07:20:19.695441,3.6845393812074394,26.172729019259364,68.74389180712727,81.02194515801489
2025-09-08 07:20:20.695441,3.7165631715701783,25.543600154594433,62.62561329001925,73.98925236961955
2025-09-08 07:20:21.695441,3.748777256356118,24.629385667913894,61.93589911367545,78.02159644121868
2025-09-08 07:20:22.695441,3.6760412881077356,25.771698710648344,68.50897962167973,81.58726630625087
